TransactionId;CustomerId;PolicyNumber;PolicyContractDate;IncidentOcurredDate;IncidentReportDate;InsuranceType;PremiumAmount;ClaimAmount;CustomerName;AdressStreet;AdressNumber;City;State;PostalCode;SSN;MaritalStatus;AgeInsured;Tenure;EmploymentStatus;NoFamilyMembers;RiskSegmentation;HouseType;SocialClass;InsuredEducationLevel;IncidentSeverity;AuthorityContacted;AnyInjury;PoliceReportAvaible;IncidentState;IncidentCity;IncidentHourOfTheDate;AgentId;VendorId;ClaimStatus
TXN00003784;A00008631;PLC00001888;27/8/2011;22/10/2020;25/10/2020;Health;10519;9000;Jessica Jones;Plymouth Lane;61;Manchester;CT;6040;369-43-1906;Y;39;30;Y;6;M;Mortgage;HI;Bachelor;Total Loss;Police;0;1;KY;Louisville;9;AGENT00190;VNDR00192;A
TXN00003785;A00007706;PLC00004145;24/10/2015;15/10/2020;20/10/2020;Health;17514;2000;Brian Forney;Wendell Avenue;2707;Louisville;KY;40205;124-25-2706;Y;50;44;N;7;M;Mortgage;MI;High School;Total Loss;Police;0;1;CO;Arvada;13;AGENT00765;VNDR00255;A
TXN00003786;A00007339;PLC00002038;24/11/2012;17/10/2020;22/10/2020;Health;14626;20000;Roger Renolds;Amber Isle;565;Alameda;CA;94501;872-82-6268;Y;32;80;Y;6;H;Own;LI;Bachelor;Major Loss;Ambulance;1;1;AZ;Glendale;20;AGENT01182;VNDR00486;A
TXN00003787;A00005044;PLC00003824;8/8/2018;22/10/2020;25/10/2020;Health;1084;18000;Jerome Rollins;East Waldburg Street;537;Savannah;GA;31401;467-98-8912;Y;34;59;Y;6;M;Rent;MI;College;Minor Loss;Police;1;0;AR;Farmington;22;AGENT01180;VNDR00099;A
TXN00003788;A00005128;PLC00005045;9/11/2018;16/10/2020;21/10/2020;Mobile;795;600;George Bouton;Piney Branch Road Northwest;4822;Washington;DC;20011;055-91-7809;N;56;11;Y;6;M;Rent;LI;Bachelor;Minor Loss;Ambulance;1;0;AK;Anchorage;16;AGENT00178;VNDR00109;A
TXN00003789;A00007866;PLC00000162;19/12/2011;22/10/2020;25/10/2020;Motor;7076;3000;Joseph Clapper;Edwards Street;25;Manchester;CT;6042;594-05-3518;Y;36;114;N;4;M;Mortgage;MI;MD;Major Loss;None;1;0;TN;Brentwood;13;AGENT01106;VNDR00142;A
TXN00003790;A00008647;PLC00006423;5/12/2019;24/10/2020;27/10/2020;Motor;10537;10000;Dorothy Brock;Colmar Drive;3620;Louisville;KY;40211;310-59-9489;Y;59;110;Y;2;L;Mortgage;MI;MD;Minor Loss;Ambulance;1;1;AK;Anchorage;17;AGENT00838;VNDR00256;A
TXN00003791;A00004806;PLC00006721;7/1/2012;26/10/2020;28/10/2020;Property;10782;17000;Michael Sheppard;East Drive;324;Montgomery;AL;36113;306-59-3355;Y;58;44;Y;5;H;Own;LI;College;Total Loss;Other;1;1;VT;Saint Johnsbury;11;AGENT00716;VNDR00301;A
TXN00003792;A00000823;PLC00008093;14/3/2014;24/10/2020;27/10/2020;Motor;7826;7000;Andrew Robinson;Southwest 2nd Street;720;Moore;OK;73160;731-73-3095;Y;46;107;Y;4;M;Mortgage;LI;High School;Major Loss;Police;0;1;AL;Montgomery;0;AGENT00958;;D
TXN00003793;A00004981;PLC00001618;9/10/2011;31/10/2020;31/10/2020;Health;1571;20000;Michael Moen;Mica Street;3034;Fayetteville;AR;72704;233-55-8337;N;64;61;Y;7;H;Rent;MI;College;Total Loss;Police;1;1;KY;Louisville;23;AGENT00343;VNDR00335;A
TXN00003794;A00003159;PLC00005392;21/7/2010;31/10/2020;31/10/2020;Motor;13911;3000;Annie Eccleston;Irving Street;5;Easthampton;MA;1027;687-21-6140;Y;27;9;Y;4;L;Mortgage;MI;Bachelor;Total Loss;Ambulance;1;1;CA;Mountain View;19;AGENT00571;VNDR00167;A
TXN00003795;A00008874;PLC00007355;28/12/2010;30/10/2020;30/10/2020;Travel;7024;2000;Bill Morris;Williamson Road;788;Montgomery;AL;36109;482-69-4805;Y;47;54;Y;5;M;Rent;LI;High School;Major Loss;None;1;1;VT;;17;AGENT00484;;A
TXN00003796;A00005112;PLC00001069;3/8/2016;25/10/2020;27/10/2020;Health;17488;1000;Marian Lajoie;West Beck Lane;5434;Glendale;AZ;85306;591-47-4993;Y;47;30;Y;7;M;Mortgage;MI;NA;Minor Loss;Police;0;0;GA;Pooler;5;AGENT00096;VNDR00451;A
TXN00003797;A00007370;PLC00009878;20/9/2017;20/10/2020;25/10/2020;Property;12871;40000;Cathy Fulenwider;Pine Street;408;Bloomingdale;GA;31302;576-77-8675;Y;26;88;Y;7;L;Rent;MI;PhD;Major Loss;Ambulance;1;0;CO;Grand Junction;11;AGENT01073;;A
TXN00003798;A00007842;PLC00009849;6/2/2014;31/10/2020;31/10/2020;Travel;6457;1000;Curtis Beam;Tanya Pass;414;Panama City;FL;32404;897-70-1704;Y;52;64;Y;4;M;Own;HI;Bachelor;Total Loss;Ambulance;1;1;FL;Panama City Beach;18;AGENT00215;VNDR00104;A
TXN00003799;A00000017;PLC00006437;13/2/2014;28/10/2020;29/10/2020;Travel;5784;5000;Amelia Richardson;Churchview Court;1930;Millersville;MD;21108;436-63-7716;Y;59;57;Y;4;L;Mortgage;HI;Masters;Minor Loss;Police;1;1;DC;Washington;9;AGENT00572;VNDR00256;A
TXN00003800;A00006651;PLC00004986;20/11/2011;22/10/2020;27/10/2020;Mobile;686;100;Verna Hufton;E Street Southeast;5124;Washington;DC;20019;170-27-5870;Y;59;19;Y;6;M;Mortgage;MI;High School;Minor Loss;Police;1;1;AZ;Glendale;1;AGENT00912;VNDR00084;A
TXN00003801;A00003547;PLC00000992;18/6/2019;19/10/2020;24/10/2020;Mobile;904;400;Joe Johnson;Jean Drive;5732;Union City;CA;94587;744-22-4178;Y;32;112;Y;3;L;Mortgage;MI;MD;Major Loss;Ambulance;1;1;CT;Manchester;10;AGENT00123;VNDR00315;A
TXN00003802;A00007694;PLC00005612;14/7/2013;24/10/2020;27/10/2020;Life;757;72000;Anthony Wachsman;Thalman Drive;5526;Brentwood;TN;37027;192-05-6323;N;57;60;Y;2;L;Own;MI;Bachelor;Minor Loss;Other;1;1;CA;Union City;9;AGENT00379;VNDR00057;A
TXN00003803;A00005879;PLC00006840;15/8/2017;16/10/2020;21/10/2020;Travel;8581;4000;Pamela Taylor;West Lawson Street;2311;Fayetteville;AR;72703;844-04-1566;Y;50;69;Y;2;M;Rent;MI;Bachelor;Minor Loss;Ambulance;1;1;CA;Berkeley;9;AGENT00876;VNDR00510;A
TXN00003804;A00006997;PLC00009449;29/11/2017;17/10/2020;22/10/2020;Mobile;811;500;Jane Benoit;Dickens Avenue;28250;Hayward;CA;94544;794-26-4846;N;53;28;Y;3;M;Rent;MI;High School;Minor Loss;Ambulance;0;0;AZ;Glendale;2;AGENT00566;VNDR00472;A
TXN00003805;A00003796;PLC00008702;26/2/2014;16/10/2020;21/10/2020;Travel;9477;2000;Herbert Riggins;East 40th Plaza;2638;Panama City;FL;32405;317-94-6840;Y;46;8;Y;4;H;Own;LI;Bachelor;Minor Loss;Ambulance;1;1;AK;Anchorage;6;AGENT00003;VNDR00479;A
TXN00003806;A00004988;PLC00008493;14/3/2019;14/10/2020;19/10/2020;Property;1456;34000;Richard Carlson;Greenbriar Drive;26;Savannah;GA;31419;508-13-2568;Y;64;16;Y;4;M;Own;LI;Bachelor;Minor Loss;Ambulance;1;0;AK;Anchorage;6;AGENT00687;;A
TXN00003807;A00009595;PLC00004708;29/8/2017;31/10/2020;31/10/2020;Motor;10057;6000;Maria Mannion;West 19th Avenue;619;Anchorage;AK;99503;355-19-4898;Y;64;45;Y;5;H;Own;MI;High School;Total Loss;Police;0;1;CA;Livermore;0;AGENT01000;VNDR00203;A
TXN00003808;A00000082;PLC00000579;7/9/2017;31/10/2020;31/10/2020;Property;12978;36000;Perry Lang;North 52nd Drive;6606;Glendale;AZ;85301;749-87-7416;N;29;93;Y;2;H;Rent;MI;Bachelor;Minor Loss;Police;0;0;GA;Port Wentworth;22;AGENT01113;;A
TXN00003809;A00002178;PLC00002842;11/6/2010;29/10/2020;30/10/2020;Health;16592;19000;George Mosley;Claude Street;225;Annapolis;MD;21401;542-06-7618;Y;31;80;Y;4;M;Own;HI;College;Major Loss;Ambulance;0;0;MD;Odenton;12;AGENT00535;;A
TXN00003810;A00007173;PLC00003096;14/10/2017;26/10/2020;28/10/2020;Mobile;636;100;Cynthia Harris;Dale Road;801;Glen Burnie;MD;21060;841-44-0502;Y;40;104;Y;5;L;Own;LI;High School;Major Loss;None;1;0;CO;Fort Collins;11;AGENT00676;VNDR00250;A
TXN00003811;A00002483;PLC00001338;9/3/2016;28/10/2020;29/10/2020;Mobile;1144;700;Allan King;West Blackstone Crossing;2787;Fayetteville;AR;72704;425-89-3658;Y;27;30;Y;5;L;Mortgage;HI;Masters;Total Loss;Ambulance;1;0;MD;Deale;19;AGENT00088;VNDR00339;A
TXN00003812;A00004350;PLC00000972;24/6/2015;30/10/2020;30/10/2020;Life;5497;85000;Janice Williams;Ridgecrest Court;105;Panama City;FL;32405;486-87-4981;Y;45;81;Y;3;M;Mortgage;MI;High School;Minor Loss;Ambulance;1;1;DC;Washington;18;AGENT01155;VNDR00493;D
TXN00003813;A00002826;PLC00000942;18/7/2011;24/10/2020;27/10/2020;Motor;7349;4000;Mary Jones;Shilstone Way;18713;Edmond;OK;73012;479-05-4503;N;50;93;Y;4;M;Own;MI;High School;Major Loss;None;1;0;AZ;Glendale;12;AGENT01089;;A
TXN00003814;A00000510;PLC00003277;17/9/2016;23/10/2020;26/10/2020;Travel;6492;1000;Esther Draper;Shirley Way;4981;Livermore;CA;94550;113-45-0767;N;51;47;Y;6;H;Mortgage;HI;College;Major Loss;Police;0;1;FL;Panama City;23;AGENT00508;VNDR00365;A
TXN00003815;A00002263;PLC00001261;26/11/2015;20/10/2020;25/10/2020;Health;13324;6000;Samuel Smith;Northrup Place;2631;Anchorage;AK;99508;762-14-5095;Y;36;26;Y;7;M;Mortgage;LI;High School;Total Loss;None;1;1;CO;Aurora;14;AGENT00172;VNDR00484;A
TXN00003816;A00009238;PLC00004928;1/3/2015;17/10/2020;22/10/2020;Property;13107;22000;Donna Jones;Hughes Street;1809;Nashville;TN;37208;042-97-9593;Y;44;11;Y;6;M;Own;LI;Bachelor;Major Loss;Other;1;0;AZ;Glendale;10;AGENT00010;VNDR00508;A
TXN00003817;A00004650;PLC00002440;19/5/2016;14/10/2020;19/10/2020;Property;1074;21000;Patricia Stella;Quinterno Court;22207;Cupertino;CA;95014;556-54-8830;Y;38;36;Y;6;M;Rent;MI;Bachelor;Minor Loss;None;1;1;KY;Lyndon;21;AGENT00645;;A
TXN00003818;A00001789;PLC00000998;20/1/2014;19/10/2020;24/10/2020;Travel;7827;1000;April Webb;Greenville Street;2212;Montgomery;AL;36107;438-11-9528;Y;54;15;Y;4;H;Rent;HI;High School;Total Loss;Police;0;1;GA;Pooler;23;AGENT00525;VNDR00389;A
TXN00003819;A00000344;PLC00006946;25/12/2016;21/10/2020;26/10/2020;Motor;7088;6000;Kyle Smith;Albemarle Street Northwest;3538;Washington;DC;20008;867-06-5016;N;32;48;Y;3;M;Mortgage;MI;PhD;Minor Loss;Other;1;1;AZ;Glendale;18;AGENT00249;VNDR00286;A
TXN00003820;A00008919;PLC00003765;2/10/2019;20/10/2020;25/10/2020;Travel;8906;1000;Kathy Keyser;Clare Avenue;2906;Nashville;TN;37209;023-07-5678;Y;61;42;Y;3;H;Own;MI;Bachelor;Minor Loss;Police;0;1;CA;Union City;11;AGENT00660;;A
TXN00003821;A00007337;PLC00002424;28/8/2011;2/11/2020;2/11/2020;Property;14887;32000;Walter Freeman;Star Jasmine Court;4409;Bakersfield;CA;93304;400-11-7262;Y;48;88;Y;7;L;Own;HI;Bachelor;Major Loss;Ambulance;0;1;CO;Arvada;8;AGENT00195;VNDR00445;D
TXN00003822;A00007726;PLC00000683;30/11/2017;26/10/2020;29/10/2020;Life;6222;23000;Jeffrey Whitt;Battery Drive;26;Tybee Island;GA;31328;872-44-2822;Y;42;89;Y;2;M;Mortgage;MI;PhD;Total Loss;None;1;1;CA;Eureka;11;AGENT01007;VNDR00423;A
TXN00003823;A00003612;PLC00003458;19/6/2013;31/10/2020;31/10/2020;Mobile;65;700;Sophia Matthews;Pearl Point;2355;Fayetteville;AR;72701;857-79-9711;Y;30;108;Y;5;L;Mortgage;MI;Bachelor;Minor Loss;Police;0;1;AL;Montgomery;12;AGENT00609;;A
TXN00003824;A00003976;PLC00003254;14/11/2012;25/10/2020;28/10/2020;Life;5292;68000;Grace Roberts;Lee Drive;98;Annapolis;MD;21403;040-25-0014;N;26;58;Y;6;M;Mortgage;HI;Masters;Total Loss;Other;1;0;MA;Yarmouth;1;AGENT00295;VNDR00365;A
TXN00003825;A00005856;PLC00005593;6/4/2017;21/10/2020;26/10/2020;Travel;8732;3000;Jean Lewis;East Wyman Road;2577;Fayetteville;AR;72701;688-85-5492;Y;46;40;Y;4;M;Own;MI;NA;Total Loss;None;1;1;AZ;Glendale;22;AGENT01100;VNDR00571;A
TXN00003826;A00009053;PLC00009498;29/9/2016;22/10/2020;27/10/2020;Motor;1005;1000;Jonathan Hartman;Spanish Moss Road;13213;Savannah;GA;31419;769-78-5800;N;28;44;Y;3;M;Rent;MI;Masters;Major Loss;None;0;1;AK;Anchorage;17;AGENT00629;VNDR00456;A
TXN00003827;A00000771;PLC00006006;9/5/2011;24/10/2020;27/10/2020;Motor;11242;4000;Bertie Little;South College Drive;2522;Fayetteville;AR;72701;290-31-3250;N;48;42;Y;5;L;Own;LI;High School;Major Loss;Police;0;1;FL;Mexico Beach;15;AGENT01023;VNDR00047;A
TXN00003828;A00009182;PLC00000318;18/4/2011;26/10/2020;29/10/2020;Health;18096;8000;June Royster;Prestwick Avenue;2531;Concord;CA;94519;580-19-7107;Y;62;119;Y;6;M;Own;LI;MD;Minor Loss;Other;1;0;FL;Panama City Beach;22;AGENT00520;VNDR00170;A
TXN00003829;A00006804;PLC00006686;19/6/2011;25/10/2020;28/10/2020;Health;11753;5000;Mary Allen;Anderson Road;4001;Nashville;TN;37217;549-34-6872;Y;41;107;Y;7;L;Own;MI;Bachelor;Total Loss;Police;0;1;AZ;Glendale;22;AGENT00811;VNDR00402;A
TXN00003830;A00009788;PLC00000252;24/9/2016;14/10/2020;19/10/2020;Motor;13406;3000;Valerie Milam;G Street Southeast;1345;Washington;DC;20003;054-01-1206;Y;52;38;Y;2;H;Rent;MI;PhD;Major Loss;Ambulance;1;1;CO;Arvada;17;AGENT01011;VNDR00463;A
TXN00003831;A00005976;PLC00005792;11/10/2014;30/10/2020;31/10/2020;Travel;5487;4000;Evelyn Allen;June Drive;2209;Nashville;TN;37214;588-96-3045;N;37;102;Y;6;M;Mortgage;LI;High School;Major Loss;Ambulance;1;0;CO;Aspen;11;AGENT00060;VNDR00301;A
TXN00003832;A00006552;PLC00009125;23/1/2011;31/10/2020;31/10/2020;Health;14955;9000;Doug Prevost;Bagley Street;60;Saint Johnsbury;VT;5819;687-76-2011;Y;36;46;Y;5;M;Mortgage;LI;High School;Minor Loss;Other;0;1;CT;Manchester;20;AGENT00430;VNDR00503;A
TXN00003833;A00003429;PLC00005774;25/11/2013;20/10/2020;25/10/2020;Motor;9444;5000;Brian Crider;Birdie Lane;57;Tewksbury;MA;1876;130-23-6807;Y;30;70;Y;3;H;Own;MI;PhD;Major Loss;Police;1;0;MA;Revere;5;AGENT00344;;D
TXN00003834;A00007372;PLC00004142;10/8/2014;30/10/2020;31/10/2020;Mobile;819;700;Margarite Dannunzio;West Woodfield Way;3164;Fayetteville;AR;72704;682-16-9911;Y;57;17;N;2;M;Mortgage;MI;High School;Major Loss;Police;1;0;TN;Nashville;19;AGENT00385;VNDR00050;A
TXN00003835;A00008757;PLC00007567;14/2/2016;18/10/2020;23/10/2020;Life;7713;43000;Matthew Busby;Oxford Street;1725;Berkeley;CA;94709;588-14-4592;Y;58;10;Y;5;L;Mortgage;LI;High School;Major Loss;Police;0;1;AZ;Glendale;10;AGENT00858;;A
TXN00003836;A00000846;PLC00000694;12/2/2011;23/10/2020;28/10/2020;Health;12666;20000;Joseph Blassingame;Spruce Street;1918;Boulder;CO;80302;705-08-6900;N;43;115;Y;6;H;Mortgage;HI;High School;Total Loss;Other;1;0;CT;Manchester;16;AGENT00979;VNDR00233;A
TXN00003837;A00004240;PLC00004731;26/11/2018;31/10/2020;31/10/2020;Motor;12066;4000;Elijah Martin;Olympia Street;14;Norton;MA;2766;830-24-8017;Y;44;74;Y;5;M;Mortgage;MI;NA;Total Loss;Ambulance;0;1;AL;Montgomery;8;AGENT01032;VNDR00098;A
TXN00003838;A00006143;PLC00007004;15/4/2012;23/10/2020;28/10/2020;Property;11218;11000;Charles Richardson;Stokes Road;1044;Montgomery;AL;36110;067-21-7818;N;29;86;Y;6;L;Mortgage;MI;College;Total Loss;Ambulance;1;1;FL;Panama City;6;AGENT01000;VNDR00107;A
TXN00003839;A00004280;PLC00003617;9/3/2014;30/10/2020;31/10/2020;Health;10721;14000;Peter Wright;West Ika Lane;3111;Fayetteville;AR;72704;639-62-7992;Y;56;39;Y;5;H;Rent;HI;MD;Major Loss;None;0;1;TN;Nashville;20;AGENT00292;VNDR00211;A
TXN00003840;A00009482;PLC00008720;12/4/2017;19/10/2020;24/10/2020;Life;9781;86000;Margaret Lightle;East Huntsville Road;4600;Fayetteville;AR;72701;460-93-1615;N;48;89;Y;2;M;Mortgage;MI;PhD;Minor Loss;Police;1;1;CT;Manchester;22;AGENT00282;VNDR00200;A
TXN00003841;A00005277;PLC00003855;27/3/2014;19/10/2020;24/10/2020;Mobile;786;400;Dawn Johnson;Margalo Avenue;4500;Bakersfield;CA;93313;384-07-6641;Y;46;96;N;2;L;Mortgage;MI;Bachelor;Total Loss;Police;0;1;AR;Fayetteville;18;AGENT00478;;A
TXN00003842;A00000916;PLC00004028;27/7/2012;1/11/2020;1/11/2020;Health;10531;17000;Jose Seat;2nd Street;37608;Fremont;CA;94536;851-83-5161;Y;53;86;Y;6;L;Rent;MI;Bachelor;Major Loss;Ambulance;0;1;MA;Mansfield;1;AGENT00898;VNDR00353;A
TXN00003843;A00007825;PLC00001908;26/7/2013;23/10/2020;28/10/2020;Property;8032;14000;Frank Lewis;Common Street;228;Braintree;MA;2184;719-39-3160;N;27;41;Y;4;H;Own;MI;High School;Minor Loss;Other;1;1;AL;Montgomery;12;AGENT00980;VNDR00468;A
TXN00003844;A00003805;PLC00006910;16/12/2014;28/10/2020;30/10/2020;Travel;833;5000;Samuel Lahay;William Chambers Junior Drive;140;Glen Burnie;MD;21060;427-54-9464;Y;43;11;Y;3;M;Mortgage;HI;Bachelor;Minor Loss;Police;1;1;AL;Montgomery;23;AGENT00548;VNDR00311;A
TXN00003845;A00003846;PLC00004045;23/8/2015;29/10/2020;31/10/2020;Motor;9269;8000;Deborah Martin;Seventh Street;1909;Berkeley;CA;94710;174-77-7540;Y;39;7;Y;2;L;Own;MI;Bachelor;Total Loss;Police;0;0;CA;Dublin;10;AGENT00804;VNDR00265;A
TXN00003846;A00008031;PLC00004967;7/4/2018;23/10/2020;28/10/2020;Life;5376;51000;Pa Kang;Westshire Drive;6609;Louisville;KY;40258;854-99-2438;Y;51;51;Y;2;L;Own;MI;Bachelor;Total Loss;Police;0;0;KY;Louisville;8;AGENT00491;VNDR00049;A
TXN00003847;A00008020;PLC00004050;27/1/2016;16/10/2020;21/10/2020;Motor;8146;1000;Man Hamilton;Ryan Drive;5024;Oklahoma City;OK;73135;653-60-0568;Y;45;72;Y;5;M;Own;LI;Bachelor;Minor Loss;Police;1;1;CO;Aspen;19;AGENT01195;VNDR00103;A
TXN00003848;A00002259;PLC00006289;17/9/2012;15/10/2020;20/10/2020;Travel;8829;2000;Randy Meier;Yule Court;7613;Arvada;CO;80007;460-15-7397;N;38;111;Y;3;L;Mortgage;MI;High School;Major Loss;Police;1;1;AR;Fayetteville;11;AGENT00695;VNDR00343;A
TXN00003849;A00008762;PLC00009861;27/1/2017;19/10/2020;24/10/2020;Health;16437;6000;Roberto Brown;Hibiscus Avenue;5;Savannah;GA;31404;550-57-9043;Y;64;49;Y;7;H;Rent;LI;Bachelor;Minor Loss;Police;1;0;AL;Montgomery;19;AGENT00360;VNDR00159;A
TXN00003850;A00004274;PLC00004960;8/6/2013;16/10/2020;21/10/2020;Life;5994;99000;Cynthia Olson;50th Place Northeast;833;Washington;DC;20019;763-58-0004;N;29;36;Y;5;M;Own;MI;High School;Major Loss;None;1;1;AZ;Glendale;13;AGENT00527;;D
TXN00003851;A00000087;PLC00006460;21/3/2019;2/11/2020;2/11/2020;Property;12442;19000;Miki Newell;Tempest Circle;8841;Anchorage;AK;99507;748-13-1905;Y;42;36;Y;4;M;Own;LI;Bachelor;Total Loss;Police;0;1;KY;Louisville;10;AGENT00057;VNDR00509;A
TXN00003852;A00006801;PLC00005706;22/8/2010;30/10/2020;31/10/2020;Mobile;1166;400;Tony Obradovich;Birdie Lane;57;Tewksbury;MA;1876;498-29-8233;Y;26;62;N;2;H;Rent;MI;High School;Major Loss;Ambulance;1;1;MA;Shelburne Falls;14;AGENT01051;;A
TXN00003853;A00004008;PLC00005938;27/4/2018;20/10/2020;25/10/2020;Health;13951;19000;Tawana Morris;Hearst Avenue;2511;Berkeley;CA;94709;386-83-2443;Y;49;31;Y;4;M;Own;HI;Masters;Minor Loss;Ambulance;1;1;DC;Washington;17;AGENT00919;VNDR00096;A
TXN00003854;A00001049;PLC00001554;9/3/2012;31/10/2020;1/11/2020;Mobile;972;600;Robert Potter;Buckhalter Road;425;Savannah;GA;31405;825-26-6548;N;61;52;Y;4;L;Mortgage;LI;High School;Minor Loss;Ambulance;1;0;CA;Bakersfield;7;AGENT00013;VNDR00008;A
TXN00003855;A00001490;PLC00004773;16/8/2014;30/10/2020;31/10/2020;Travel;6435;5000;Raymond Abbot;West Street;49;Bolton;VT;5676;191-21-0364;Y;31;63;Y;2;H;Own;MI;High School;Minor Loss;None;1;1;CA;Vallejo;15;AGENT00513;;A
TXN00003856;A00007749;PLC00009479;28/3/2018;20/10/2020;25/10/2020;Travel;5931;3000;Juanita Mcconnell;Brewer Drive;347;Nashville;TN;37211;228-08-3804;Y;37;62;Y;5;M;Mortgage;HI;Masters;Minor Loss;Police;1;1;VT;Hartford;5;AGENT00022;;A
TXN00003857;A00003729;PLC00005828;10/8/2016;28/10/2020;30/10/2020;Property;8866;32000;David Krebs;Lariat Lane;6925;Castro Valley;CA;94552;568-63-2508;N;58;85;Y;2;L;Mortgage;LI;High School;Total Loss;None;1;0;CT;Manchester;2;AGENT00097;VNDR00535;A
TXN00003858;A00009138;PLC00004851;7/11/2012;27/10/2020;30/10/2020;Life;6596;28000;Monica Knight;East Victory Drive;3110;Savannah;GA;31404;614-13-3580;N;38;53;Y;2;L;Mortgage;LI;Bachelor;Minor Loss;Police;1;1;OK;Midwest City;1;AGENT00105;VNDR00368;A
TXN00003859;A00001612;PLC00001495;4/7/2017;17/10/2020;22/10/2020;Life;9176;24000;Michael Banks;Beazer Lane;819;Nashville;TN;37013;023-91-0535;N;46;60;Y;3;M;Own;MI;Bachelor;Minor Loss;None;0;1;CA;Oakland;23;AGENT00332;;A
TXN00003860;A00007856;PLC00009394;3/3/2014;31/10/2020;1/11/2020;Life;7804;38000;Glenna Stevens;Jacobs Court;1124;Nashville;TN;37080;576-28-3836;N;34;44;Y;4;M;Own;LI;High School;Minor Loss;Ambulance;1;1;AR;Fayetteville;3;AGENT00693;VNDR00187;D
TXN00003861;A00002622;PLC00006742;15/7/2015;24/10/2020;29/10/2020;Travel;5351;4000;John Bellman;West Haven Drive;243;Severna Park;MD;21146;639-79-7453;N;62;13;Y;6;M;Mortgage;LI;NA;Total Loss;Other;0;0;AZ;Glendale;11;AGENT00297;VNDR00313;A
TXN00003862;A00004033;PLC00007557;27/11/2012;27/10/2020;30/10/2020;Property;13458;10000;Edward Almy;35th Street Northwest;1318;Washington;DC;20007;225-95-6433;N;36;99;Y;6;M;Mortgage;LI;MD;Major Loss;None;1;0;MA;Mansfield;23;AGENT00460;VNDR00440;A
TXN00003863;A00005019;PLC00001031;26/1/2016;18/10/2020;23/10/2020;Motor;9619;9000;Darryl Dahlman;Edgar D Nixon Avenue;1622;Montgomery;AL;36104;113-55-1369;Y;60;64;Y;5;H;Mortgage;HI;High School;Total Loss;None;1;1;CT;Manchester;11;AGENT01102;VNDR00427;A
TXN00003864;A00005671;PLC00000495;22/7/2012;28/10/2020;30/10/2020;Health;12542;1000;Martha Dorgan;Lake Lane;42;Westmore;VT;5860;099-98-4226;N;31;64;Y;2;M;Rent;MI;Masters;Minor Loss;Police;1;1;CA;Mountain View;20;AGENT00675;VNDR00392;A
TXN00003865;A00004875;PLC00003955;26/3/2016;26/10/2020;29/10/2020;Health;19841;1000;Jeffrey Hill;Townes Drive;295;Nashville;TN;37211;130-46-1137;Y;25;34;Y;3;L;Own;MI;High School;Major Loss;Other;1;1;KY;Louisville;17;AGENT00314;VNDR00263;A
TXN00003866;A00000076;PLC00005501;16/9/2010;23/10/2020;28/10/2020;Motor;8303;7000;Eric Powell;North Holt Street;204;Montgomery;AL;36104;556-90-6858;N;36;24;Y;6;M;Mortgage;MI;High School;Major Loss;Ambulance;0;0;OK;Oklahoma City;2;AGENT00622;VNDR00383;A
TXN00003867;A00005907;PLC00007297;3/5/2011;29/10/2020;31/10/2020;Life;6517;14000;Cynthia Worker;Vineyard Avenue;3819;Pleasanton;CA;94566;271-52-1868;Y;52;58;Y;3;L;Own;LI;Masters;Minor Loss;Ambulance;1;0;MD;Gambrills;19;AGENT00636;VNDR00366;A
TXN00003868;A00009445;PLC00000763;12/12/2016;1/11/2020;1/11/2020;Health;17105;14000;Wesley Bunting;Main Street;34;Gardner;MA;1440;264-56-2508;Y;52;93;Y;6;L;Mortgage;MI;Masters;Minor Loss;None;1;0;CA;Yucaipa;4;AGENT00065;VNDR00067;A
TXN00003869;A00004585;PLC00005506;27/6/2019;30/10/2020;31/10/2020;Motor;9504;2000;Ada Wolfe;Iris Way;6108;Arvada;CO;80004;727-02-5719;N;36;104;Y;4;M;Own;MI;Bachelor;Minor Loss;Ambulance;1;1;KY;Louisville;11;AGENT00102;;A
TXN00003870;A00009225;PLC00005532;31/1/2014;1/11/2020;1/11/2020;Property;13924;17000;Eugenia Duff;Elmwood Avenue;110;Barre;VT;5641;122-82-1053;N;45;108;Y;4;L;Own;HI;Bachelor;Major Loss;Ambulance;0;1;CO;Arvada;3;AGENT01140;VNDR00419;A
TXN00003871;A00008592;PLC00005786;9/3/2014;26/10/2020;29/10/2020;Mobile;928;100;Donna Marable;Taft Street;5821;Arvada;CO;80004;016-23-2689;Y;42;59;Y;2;M;Own;MI;High School;Minor Loss;Ambulance;0;1;CA;Bakersfield;19;AGENT00816;VNDR00090;A
TXN00003872;A00001787;PLC00003278;12/6/2014;16/10/2020;21/10/2020;Motor;8527;2000;Marty Crum;Southwest 43rd Street;2505;Oklahoma City;OK;73119;381-17-1206;Y;44;63;Y;7;M;Rent;LI;MD;Total Loss;None;1;1;MD;Glen Burnie;10;AGENT00604;VNDR00463;A
TXN00003873;A00008011;PLC00004393;8/1/2018;30/10/2020;1/11/2020;Property;1097;21000;Pamela Neufeld;Eureka Street;3321;Anchorage;AK;99503;480-13-9027;Y;52;74;Y;5;H;Mortgage;LI;Bachelor;Minor Loss;Ambulance;1;1;CO;Arvada;2;AGENT00624;VNDR00222;A
